"Date","Price","Open","High","Low","Vol.","Change %"
"11-08-2020","11,322.50","11,322.25","11,373.60","11,299.15","586.08M","0.46%"
"10-08-2020","11,270.15","11,270.25","11,337.30","11,238.00","492.00M","0.50%"
"07-08-2020","11,214.05","11,186.65","11,231.90","11,142.05","452.63M","0.12%"
"06-08-2020","11,200.15","11,185.70","11,256.80","11,127.30","600.37M","0.89%"
"05-08-2020","11,101.65","11,155.75","11,225.65","11,064.05","667.64M","0.06%"
"04-08-2020","11,095.25","10,946.65","11,112.25","10,908.10","625.74M","1.87%"
"03-08-2020","10,891.60","11,057.55","11,058.05","10,882.25","680.93M","-1.64%"
"31-07-2020","11,073.45","11,139.50","11,150.40","11,026.65","642.56M","-0.26%"
"30-07-2020","11,102.15","11,254.30","11,299.95","11,084.95","677.76M","-0.90%"
"29-07-2020","11,202.85","11,276.90","11,341.40","11,149.75","600.73M","-0.86%"
"28-07-2020","11,300.55","11,154.10","11,317.75","11,151.40","683.89M","1.52%"
"27-07-2020","11,131.80","11,225.00","11,225.00","11,087.85","588.15M","-0.56%"
"24-07-2020","11,194.15","11,149.95","11,225.40","11,090.30","678.93M","-0.19%"
"23-07-2020","11,215.45","11,135.00","11,239.80","11,103.15","621.57M","0.74%"
"22-07-2020","11,132.60","11,231.20","11,238.10","11,056.55","765.07M","-0.27%"
"21-07-2020","11,162.25","11,126.10","11,179.55","11,113.25","772.00M","1.27%"
"20-07-2020","11,022.20","10,999.45","11,037.90","10,953.00","554.31M","1.11%"
"17-07-2020","10,901.70","10,752.00","10,933.45","10,749.65","676.88M","1.51%"
"16-07-2020","10,739.95","10,706.20","10,755.30","10,595.20","694.40M","1.15%"
"15-07-2020","10,618.20","10,701.00","10,827.45","10,577.75","715.90M","0.10%"
"14-07-2020","10,607.35","10,750.85","10,755.65","10,562.90","532.37M","-1.81%"
"13-07-2020","10,802.70","10,851.85","10,894.05","10,756.05","554.05M","0.32%"
"10-07-2020","10,768.05","10,764.10","10,819.40","10,713.00","590.71M","-0.42%"
"09-07-2020","10,813.45","10,755.55","10,836.85","10,733.00","618.65M","1.01%"
"08-07-2020","10,705.75","10,818.65","10,847.85","10,676.55","767.94M","-0.87%"
"07-07-2020","10,799.65","10,802.85","10,813.80","10,689.70","636.76M","0.33%"
"06-07-2020","10,763.65","10,723.85","10,811.40","10,695.10","571.21M","1.47%"
"03-07-2020","10,607.35","10,614.95","10,631.30","10,562.65","525.19M","0.53%"
"02-07-2020","10,551.70","10,493.05","10,598.20","10,485.55","597.42M","1.17%"
"01-07-2020","10,430.05","10,323.80","10,447.05","10,299.60","573.55M","1.24%"
"30-06-2020","10,302.10","10,382.60","10,401.05","10,267.35","556.24M","-0.10%"
"29-06-2020","10,312.40","10,311.95","10,337.95","10,223.60","574.54M","-0.68%"
"26-06-2020","10,383.00","10,378.90","10,409.85","10,311.25","671.91M","0.91%"
"25-06-2020","10,288.90","10,235.55","10,361.80","10,194.50","994.19M","-0.16%"
"24-06-2020","10,305.30","10,529.25","10,553.15","10,281.95","854.80M","-1.58%"
"23-06-2020","10,471.00","10,347.95","10,484.70","10,301.75","669.20M","1.55%"
"22-06-2020","10,311.20","10,318.75","10,393.65","10,277.60","685.39M","0.65%"
"19-06-2020","10,244.40","10,119.00","10,272.40","10,072.65","892.10M","1.51%"
"18-06-2020","10,091.65","9,863.25","10,111.20","9,845.05","622.90M","2.13%"
"17-06-2020","9,881.15","9,876.70","10,003.60","9,833.80","685.42M","-0.33%"
"16-06-2020","9,914.00","10,014.80","10,046.15","9,728.50","899.89M","1.02%"
"15-06-2020","9,813.70","9,919.35","9,943.35","9,726.35","716.05M","-1.60%"
"12-06-2020","9,972.90","9,544.95","9,996.05","9,544.35","796.31M","0.72%"
"11-06-2020","9,902.00","10,094.10","10,112.05","9,885.05","715.45M","-2.12%"
"10-06-2020","10,116.15","10,072.60","10,148.75","10,036.85","632.38M","0.69%"
"09-06-2020","10,046.65","10,181.15","10,291.15","10,021.45","754.22M","-1.19%"
"08-06-2020","10,167.45","10,326.75","10,328.50","10,120.25","936.49M","0.25%"
"05-06-2020","10,142.15","10,093.80","10,177.80","10,040.75","987.12M","1.13%"
"04-06-2020","10,029.10","10,054.25","10,123.85","9,944.25","775.11M","-0.32%"
"03-06-2020","10,061.55","10,108.30","10,176.20","10,035.55","794.66M","0.83%"
"02-06-2020","9,979.10","9,880.85","9,995.60","9,824.05","770.19M","1.56%"
"01-06-2020","9,826.15","9,726.85","9,931.60","9,706.95","794.18M","2.57%"
"29-05-2020","9,580.30","9,422.20","9,598.85","9,376.90","967.00M","0.95%"
"28-05-2020","9,490.10","9,364.95","9,511.25","9,336.50","837.91M","1.88%"
"27-05-2020","9,314.95","9,082.20","9,334.00","9,004.25","763.49M","3.17%"
"26-05-2020","9,029.05","9,099.75","9,161.65","8,996.65","654.96M","-0.11%"
"22-05-2020","9,039.25","9,067.90","9,149.60","8,968.55","675.76M","-0.74%"
"21-05-2020","9,106.25","9,079.45","9,178.55","9,056.10","631.54M","0.44%"
"20-05-2020","9,066.55","8,889.15","9,093.80","8,875.35","622.31M","2.11%"
"19-05-2020","8,879.10","8,961.70","9,030.35","8,855.30","762.15M","0.63%"
"18-05-2020","8,823.25","9,158.30","9,158.30","8,806.75","772.98M","-3.43%"
"15-05-2020","9,136.85","9,182.40","9,182.40","9,050.00","575.86M","-0.06%"
"14-05-2020","9,142.75","9,213.95","9,281.10","9,119.75","602.56M","-2.57%"
"13-05-2020","9,383.55","9,584.20","9,584.50","9,351.10","846.40M","2.03%"
"12-05-2020","9,196.55","9,168.85","9,240.85","9,043.95","805.46M","-0.46%"
"11-05-2020","9,239.20","9,348.15","9,439.90","9,219.95","704.65M","-0.13%"
"08-05-2020","9,251.50","9,376.95","9,382.65","9,238.20","609.05M","0.57%"
"07-05-2020","9,199.05","9,234.05","9,277.85","9,175.90","708.74M","-0.78%"
"06-05-2020","9,270.90","9,226.80","9,346.90","9,116.50","722.19M","0.71%"
"05-05-2020","9,205.60","9,429.40","9,450.90","9,190.75","725.20M","-0.95%"
"04-05-2020","9,293.50","9,533.50","9,533.50","9,266.95","687.49M","-5.74%"
"30-04-2020","9,859.90","9,753.50","9,889.05","9,731.50","931.17M","3.21%"
"29-04-2020","9,553.35","9,408.60","9,599.85","9,392.35","653.03M","1.84%"
"28-04-2020","9,380.90","9,389.80","9,404.40","9,260.00","614.55M","1.06%"
"27-04-2020","9,282.30","9,259.70","9,377.10","9,250.35","512.79M","1.40%"
"24-04-2020","9,154.40","9,163.90","9,296.90","9,141.30","659.44M","-1.71%"
"23-04-2020","9,313.90","9,232.35","9,343.60","9,170.15","666.65M","1.38%"
"22-04-2020","9,187.30","9,026.75","9,209.75","8,946.25","734.38M","2.29%"
"21-04-2020","8,981.45","9,016.95","9,044.40","8,909.40","655.12M","-3.03%"
"20-04-2020","9,261.85","9,390.20","9,390.85","9,230.80","726.36M","-0.05%"
"17-04-2020","9,266.75","9,323.45","9,324.00","9,091.35","684.20M","3.05%"
"16-04-2020","8,992.80","8,851.25","9,053.75","8,821.90","719.44M","0.76%"
"15-04-2020","8,925.30","9,196.40","9,261.20","8,874.10","879.15M","-0.76%"
"13-04-2020","8,993.85","9,103.95","9,112.05","8,912.40","643.97M","-1.30%"
"09-04-2020","9,111.90","8,973.05","9,128.35","8,904.55","742.14M","4.15%"
"08-04-2020","8,748.75","8,688.90","9,131.70","8,653.90","896.52M","-0.49%"
"07-04-2020","8,792.20","8,446.30","8,819.40","8,360.95","814.18M","8.76%"
"03-04-2020","8,083.80","8,356.55","8,356.55","8,055.80","697.03M","-2.06%"
"01-04-2020","8,253.80","8,584.10","8,588.10","8,198.35","506.34M","-4.00%"
"31-03-2020","8,597.75","8,529.35","8,678.30","8,358.00","712.66M","3.82%"
"30-03-2020","8,281.10","8,385.95","8,576.00","8,244.00","593.25M","-4.38%"
"27-03-2020","8,660.25","8,949.10","9,038.90","8,522.90","801.45M","0.22%"
"26-03-2020","8,641.45","8,451.00","8,749.05","8,304.90","865.59M","3.89%"
"25-03-2020","8,317.85","7,735.15","8,376.75","7,714.75","736.87M","6.62%"
"24-03-2020","7,801.05","7,848.30","8,036.95","7,511.10","738.43M","2.51%"
"23-03-2020","7,610.25","7,945.70","8,159.25","7,583.60","653.54M","-12.98%"
"20-03-2020","8,745.45","8,284.45","8,883.00","8,178.20","1.07B","5.83%"
"19-03-2020","8,263.45","8,063.30","8,575.45","7,832.55","925.72M","-2.42%"
"18-03-2020","8,468.80","9,088.45","9,127.55","8,407.05","1.52B","-5.56%"
"17-03-2020","8,967.05","9,285.40","9,403.80","8,915.60","935.62M","-2.50%"
"16-03-2020","9,197.40","9,587.80","9,602.20","9,165.10","897.73M","-7.61%"
"13-03-2020","9,955.20","9,107.60","10,159.40","8,555.15","1.39B","3.81%"
"12-03-2020","9,590.15","10,039.95","10,040.75","9,508.00","1.34B","-8.30%"
"11-03-2020","10,458.40","10,334.30","10,545.10","10,334.00","1.22B","0.07%"
"09-03-2020","10,451.45","10,742.05","10,751.55","10,294.45","1.57B","-4.90%"
"06-03-2020","10,989.45","10,942.65","11,035.10","10,827.40","1.81B","-2.48%"
"05-03-2020","11,269.00","11,306.05","11,389.50","11,244.60","1.35B","0.16%"
"04-03-2020","11,251.00","11,351.35","11,356.60","11,082.15","797.65M","-0.46%"
"03-03-2020","11,303.30","11,217.55","11,342.25","11,152.55","696.52M","1.53%"
"02-03-2020","11,132.75","11,387.35","11,433.00","11,036.25","680.80M","-0.62%"
"28-02-2020","11,201.75","11,382.00","11,384.80","11,175.05","809.90M","-3.71%"
"27-02-2020","11,633.30","11,661.25","11,663.85","11,536.70","608.61M","-0.39%"
"26-02-2020","11,678.50","11,738.55","11,783.25","11,639.60","567.63M","-1.01%"
"25-02-2020","11,797.90","11,877.50","11,883.05","11,779.90","461.00M","-0.27%"
"24-02-2020","11,829.40","12,012.55","12,012.55","11,813.40","490.80M","-2.08%"
"20-02-2020","12,080.85","12,119.00","12,152.00","12,071.45","502.60M","-0.37%"
"19-02-2020","12,125.90","12,090.60","12,134.70","12,042.10","513.57M","1.11%"
"18-02-2020","11,992.50","12,028.25","12,030.75","11,908.05","676.85M","-0.44%"
"17-02-2020","12,045.80","12,131.80","12,159.60","12,037.00","455.19M","-0.56%"
"14-02-2020","12,113.45","12,190.15","12,246.70","12,091.20","622.78M","-0.50%"
"13-02-2020","12,174.65","12,219.55","12,225.65","12,139.80","501.19M","-0.22%"
"12-02-2020","12,201.20","12,151.00","12,231.75","12,144.30","411.73M","0.77%"
"11-02-2020","12,107.90","12,108.40","12,172.30","12,099.00","479.98M","0.64%"
"10-02-2020","12,031.50","12,102.35","12,103.55","11,990.75","524.71M","-0.55%"
"07-02-2020","12,098.35","12,151.15","12,154.70","12,073.95","473.48M","-0.33%"
"06-02-2020","12,137.95","12,120.00","12,160.60","12,084.65","565.12M","0.40%"
"05-02-2020","12,089.15","12,005.85","12,098.15","11,953.35","758.03M","0.91%"
"04-02-2020","11,979.65","11,786.25","11,986.15","11,783.40","560.43M","2.32%"
"03-02-2020","11,707.90","11,627.45","11,749.85","11,614.50","669.82M","0.39%"
"01-02-2020","11,661.85","11,939.00","12,017.35","11,633.30","537.63M","-2.51%"
"31-01-2020","11,962.10","12,100.40","12,103.55","11,945.85","771.28M","-0.61%"
"30-01-2020","12,035.80","12,147.75","12,150.30","12,010.60","538.14M","-0.77%"
"29-01-2020","12,129.50","12,114.90","12,169.60","12,103.80","514.36M","0.61%"
"28-01-2020","12,055.80","12,148.10","12,163.55","12,024.50","478.48M","-0.52%"
"27-01-2020","12,119.00","12,197.10","12,216.60","12,107.00","441.16M","-1.06%"
"24-01-2020","12,248.25","12,174.55","12,272.15","12,149.65","593.24M","0.56%"
"23-01-2020","12,180.35","12,123.75","12,189.00","12,094.10","867.65M","0.61%"
"22-01-2020","12,106.90","12,218.35","12,225.05","12,087.90","526.30M","-0.52%"
"21-01-2020","12,169.85","12,195.30","12,230.05","12,162.30","443.98M","-0.45%"
"20-01-2020","12,224.55","12,430.50","12,430.50","12,216.90","491.61M","-1.03%"
"17-01-2020","12,352.35","12,328.40","12,385.45","12,321.40","502.06M","-0.03%"
"16-01-2020","12,355.50","12,347.10","12,389.05","12,315.80","395.67M","0.10%"
"15-01-2020","12,343.30","12,349.40","12,355.15","12,278.75","684.35M","-0.15%"
"14-01-2020","12,362.30","12,333.10","12,374.25","12,308.70","616.26M","0.27%"
"13-01-2020","12,329.55","12,296.70","12,337.75","12,285.80","500.97M","0.59%"
"10-01-2020","12,256.80","12,271.00","12,311.20","12,213.20","660.63M","0.33%"
"09-01-2020","12,215.90","12,153.15","12,224.05","12,132.55","477.47M","1.58%"
"08-01-2020","12,025.35","11,939.10","12,044.95","11,929.60","445.99M","-0.23%"
"07-01-2020","12,052.95","12,079.10","12,152.15","12,005.35","447.82M","0.50%"
"06-01-2020","11,993.05","12,170.60","12,179.10","11,974.20","396.50M","-1.91%"
"03-01-2020","12,226.65","12,261.10","12,265.60","12,191.35","428.77M","-0.45%"
"02-01-2020","12,282.20","12,198.55","12,289.90","12,195.25","407.70M","0.82%"
"01-01-2020","12,182.50","12,202.15","12,222.20","12,165.30","304.08M","0.12%"
"31-12-2019","12,168.45","12,247.10","12,247.10","12,151.80","426.93M","-0.71%"
"30-12-2019","12,255.85","12,274.90","12,286.45","12,213.80","411.08M","0.08%"
"27-12-2019","12,245.80","12,172.90","12,258.45","12,157.90","383.79M","0.98%"
"26-12-2019","12,126.55","12,211.85","12,221.55","12,118.85","520.33M","-0.72%"
"24-12-2019","12,214.55","12,269.25","12,283.70","12,202.10","470.29M","-0.39%"
"23-12-2019","12,262.75","12,235.45","12,287.15","12,213.25","604.78M","-0.07%"
"20-12-2019","12,271.80","12,266.45","12,293.90","12,252.75","810.68M","0.10%"
"19-12-2019","12,259.70","12,223.40","12,268.35","12,191.15","623.05M","0.31%"
"18-12-2019","12,221.65","12,197.00","12,237.70","12,163.45","518.86M","0.47%"
"17-12-2019","12,165.00","12,082.45","12,182.75","12,070.35","499.59M","0.92%"
"16-12-2019","12,053.95","12,131.35","12,134.65","12,046.30","437.70M","-0.27%"
"13-12-2019","12,086.70","12,026.40","12,098.85","12,023.60","597.71M","0.96%"
"12-12-2019","11,971.80","11,944.30","12,005.50","11,934.00","752.62M","0.52%"
"11-12-2019","11,910.15","11,867.35","11,923.20","11,832.30","997.65M","0.45%"
"10-12-2019","11,856.80","11,950.50","11,953.20","11,844.70","650.22M","-0.68%"
"09-12-2019","11,937.50","11,939.10","11,981.95","11,888.05","599.12M","0.13%"
"06-12-2019","11,921.50","12,047.35","12,057.05","11,888.85","609.22M","-0.81%"
"05-12-2019","12,018.40","12,071.25","12,081.20","11,998.75","562.23M","-0.21%"
"04-12-2019","12,043.20","11,969.95","12,054.70","11,935.30","747.19M","0.41%"
"03-12-2019","11,994.20","12,067.65","12,068.60","11,956.40","605.79M","-0.45%"
"02-12-2019","12,048.20","12,137.05","12,137.15","12,023.70","720.95M","-0.07%"
"29-11-2019","12,056.05","12,146.20","12,147.40","12,017.40","804.43M","-0.78%"
"28-11-2019","12,151.15","12,132.10","12,158.80","12,099.95","620.48M","0.42%"
"27-11-2019","12,100.70","12,068.50","12,114.90","12,055.15","584.23M","0.52%"
"26-11-2019","12,037.70","12,110.20","12,132.45","12,006.35","1.20B","-0.30%"
"25-11-2019","12,073.75","11,922.45","12,084.50","11,919.75","534.29M","1.34%"
"22-11-2019","11,914.40","11,967.30","11,968.10","11,883.50","486.82M","-0.45%"
"21-11-2019","11,968.40","12,025.65","12,028.20","11,956.90","557.69M","-0.26%"
"20-11-2019","11,999.10","12,004.75","12,038.60","11,966.05","646.66M","0.49%"
"19-11-2019","11,940.10","11,919.45","11,958.85","11,881.75","613.91M","0.47%"
"18-11-2019","11,884.50","11,915.15","11,946.20","11,867.60","514.35M","-0.09%"
"15-11-2019","11,895.45","11,904.20","11,973.65","11,879.25","580.15M","0.20%"
"14-11-2019","11,872.10","11,858.75","11,895.65","11,802.65","559.49M","0.27%"
"13-11-2019","11,840.45","11,908.30","11,946.80","11,823.20","659.04M","-0.61%"
"11-11-2019","11,913.45","11,879.20","11,932.65","11,853.95","548.98M","0.04%"
"08-11-2019","11,908.15","11,987.15","12,034.15","11,888.75","789.25M","-0.86%"
"07-11-2019","12,012.05","12,021.10","12,021.40","11,946.85","562.96M","0.38%"
"06-11-2019","11,966.05","11,911.50","12,002.90","11,850.25","603.35M","0.41%"
"05-11-2019","11,917.20","11,974.60","11,978.95","11,861.90","631.95M","-0.20%"
"04-11-2019","11,941.30","11,928.90","11,989.15","11,905.35","823.05M","0.43%"
"01-11-2019","11,890.60","11,886.60","11,918.30","11,843.35","855.34M","0.11%"
"31-10-2019","11,877.45","11,890.45","11,945.00","11,855.10","1.41B","0.28%"
"30-10-2019","11,844.10","11,883.90","11,883.95","11,784.45","725.22M","0.49%"
"29-10-2019","11,786.85","11,643.95","11,809.40","11,627.35","951.72M","1.37%"
"27-10-2019","11,627.15","11,662.25","11,672.40","11,604.60","161.78M","0.37%"
"25-10-2019","11,583.90","11,646.15","11,646.90","11,490.75","812.03M","0.01%"
"24-10-2019","11,582.60","11,661.65","11,679.60","11,534.65","700.48M","-0.19%"
"23-10-2019","11,604.10","11,596.20","11,651.60","11,554.40","664.16M","0.14%"
"22-10-2019","11,588.35","11,657.15","11,714.35","11,573.65","867.60M","-0.63%"
"18-10-2019","11,661.85","11,580.30","11,684.70","11,553.15","853.44M","0.65%"
"17-10-2019","11,586.35","11,466.30","11,599.10","11,439.65","797.57M","1.07%"
"16-10-2019","11,464.00","11,464.95","11,481.05","11,411.10","533.47M","0.31%"
"15-10-2019","11,428.30","11,360.85","11,462.35","11,342.10","527.40M","0.77%"
"14-10-2019","11,341.15","11,335.90","11,420.45","11,290.05","587.58M","0.32%"
"11-10-2019","11,305.05","11,257.70","11,362.90","11,189.40","737.80M","0.63%"
"10-10-2019","11,234.55","11,280.50","11,293.35","11,208.55","562.02M","-0.70%"
"09-10-2019","11,313.30","11,152.95","11,321.60","11,090.15","741.15M","1.68%"
"07-10-2019","11,126.40","11,196.20","11,233.85","11,112.65","733.20M","-0.43%"
"04-10-2019","11,174.75","11,388.45","11,400.30","11,158.35","928.52M","-1.23%"
"03-10-2019","11,314.00","11,322.25","11,370.40","11,257.35","1.02B","-0.40%"
"01-10-2019","11,359.90","11,515.40","11,554.20","11,247.90","1.31B","-1.00%"
"30-09-2019","11,474.45","11,491.15","11,508.25","11,390.80","756.85M","-0.33%"
"27-09-2019","11,512.40","11,556.35","11,593.60","11,499.75","650.02M","-0.51%"
"26-09-2019","11,571.20","11,469.85","11,610.85","11,466.35","844.47M","1.15%"
"25-09-2019","11,440.20","11,564.85","11,564.95","11,416.10","629.05M","-1.28%"
"24-09-2019","11,588.20","11,590.70","11,655.05","11,539.20","651.72M","-0.10%"
"23-09-2019","11,600.20","11,542.70","11,694.85","11,471.35","882.83M","2.89%"
"20-09-2019","11,274.20","10,746.80","11,381.90","10,691.00","1.36B","5.32%"
"19-09-2019","10,704.80","10,845.20","10,845.20","10,670.25","642.60M","-1.25%"
"18-09-2019","10,840.65","10,872.80","10,885.15","10,804.85","519.16M","0.21%"
"17-09-2019","10,817.60","11,000.10","11,000.10","10,796.50","482.01M","-1.69%"
"16-09-2019","11,003.50","10,994.85","11,052.70","10,968.20","434.45M","-0.65%"
"13-09-2019","11,075.90","10,986.80","11,084.45","10,945.75","624.31M","0.85%"
"12-09-2019","10,982.80","11,058.30","11,081.75","10,964.95","551.44M","-0.48%"
"11-09-2019","11,035.70","11,028.50","11,054.80","11,011.65","687.14M","0.30%"
"09-09-2019","11,003.05","10,936.70","11,028.85","10,889.80","412.47M","0.52%"
"06-09-2019","10,946.20","10,883.80","10,957.05","10,867.45","497.21M","0.91%"
"05-09-2019","10,847.90","10,860.95","10,920.10","10,816.00","595.70M","0.03%"
"04-09-2019","10,844.65","10,790.40","10,858.75","10,746.35","508.78M","0.43%"
"03-09-2019","10,797.90","10,960.95","10,967.50","10,772.70","483.04M","-2.04%"
"30-08-2019","11,023.25","10,987.80","11,042.60","10,874.80","628.15M","0.68%"
"29-08-2019","10,948.30","10,996.05","11,021.10","10,922.40","649.88M","-0.89%"
"28-08-2019","11,046.10","11,101.30","11,129.65","10,987.65","549.96M","-0.53%"
"27-08-2019","11,105.35","11,106.55","11,141.75","11,049.50","685.55M","0.43%"
"26-08-2019","11,057.85","11,000.30","11,070.30","10,756.55","684.14M","2.11%"
"23-08-2019","10,829.35","10,699.60","10,862.55","10,637.15","667.08M","0.82%"
"22-08-2019","10,741.35","10,905.30","10,908.25","10,718.30","668.19M","-1.62%"
"21-08-2019","10,918.70","11,018.15","11,034.20","10,906.65","557.87M","-0.89%"
"20-08-2019","11,017.00","11,063.90","11,076.30","10,985.30","444.72M","-0.33%"
"19-08-2019","11,053.90","11,094.80","11,146.90","11,037.85","369.49M","0.06%"
"16-08-2019","11,047.80","11,043.65","11,068.65","10,924.30","470.91M","0.17%"
"14-08-2019","11,029.40","11,003.25","11,078.15","10,935.60","511.54M","0.95%"
"13-08-2019","10,925.85","11,139.40","11,145.90","10,901.60","624.64M","-1.65%"
"09-08-2019","11,109.65","11,087.90","11,181.45","11,062.80","538.06M","0.70%"
"08-08-2019","11,032.45","10,899.20","11,058.05","10,842.95","482.47M","1.63%"
"07-08-2019","10,855.50","10,958.10","10,975.65","10,835.90","548.47M","-0.85%"
"06-08-2019","10,948.25","10,815.40","11,018.55","10,813.80","517.89M","0.79%"
"05-08-2019","10,862.60","10,895.80","10,895.80","10,782.60","506.56M","-1.23%"
"02-08-2019","10,997.35","10,930.30","11,080.15","10,848.95","547.42M","0.16%"
"01-08-2019","10,980.00","11,060.20","11,076.75","10,881.00","499.92M","-1.24%"
"31-07-2019","11,118.00","11,034.05","11,145.30","10,999.40","536.69M","0.29%"
"30-07-2019","11,085.40","11,213.70","11,267.45","11,072.65","479.06M","-0.93%"
"29-07-2019","11,189.20","11,307.50","11,310.95","11,152.40","482.86M","-0.84%"
"26-07-2019","11,284.30","11,247.45","11,307.60","11,210.05","522.67M","0.29%"
"25-07-2019","11,252.15","11,290.40","11,361.40","11,239.35","553.68M","-0.17%"
"24-07-2019","11,271.30","11,322.45","11,359.75","11,229.80","413.20M","-0.53%"
"23-07-2019","11,331.05","11,372.25","11,398.15","11,302.80","458.93M","-0.13%"
"22-07-2019","11,346.20","11,392.85","11,398.15","11,301.25","516.04M","-0.64%"
"19-07-2019","11,419.25","11,627.95","11,640.35","11,399.30","446.05M","-1.53%"
"18-07-2019","11,596.90","11,675.60","11,677.15","11,582.40","498.26M","-0.78%"
"17-07-2019","11,687.50","11,670.75","11,706.65","11,651.15","464.83M","0.21%"
"16-07-2019","11,662.60","11,596.65","11,670.05","11,573.95","480.16M","0.64%"
"15-07-2019","11,588.35","11,614.75","11,618.40","11,532.30","368.79M","0.31%"
"12-07-2019","11,552.50","11,601.15","11,639.55","11,538.60","359.42M","-0.26%"
"11-07-2019","11,582.90","11,561.45","11,599.00","11,519.50","317.26M","0.73%"
"10-07-2019","11,498.90","11,536.15","11,593.70","11,475.65","337.57M","-0.49%"
"09-07-2019","11,555.90","11,531.60","11,582.55","11,461.00","442.52M","-0.02%"
"08-07-2019","11,558.60","11,770.40","11,771.90","11,523.30","464.03M","-2.14%"
"05-07-2019","11,811.15","11,964.75","11,981.75","11,797.90","530.72M","-1.14%"
"04-07-2019","11,946.75","11,928.80","11,969.25","11,923.65","333.60M","0.25%"
"03-07-2019","11,916.75","11,932.15","11,945.20","11,887.05","340.53M","0.05%"
"02-07-2019","11,910.30","11,890.30","11,917.45","11,814.70","363.20M","0.38%"
"01-07-2019","11,865.60","11,839.90","11,884.65","11,830.80","278.42M","0.65%"
"28-06-2019","11,788.85","11,861.15","11,871.70","11,775.50","303.89M","-0.45%"
"27-06-2019","11,841.55","11,860.85","11,911.15","11,821.05","480.17M","-0.05%"
"26-06-2019","11,847.55","11,768.15","11,871.85","11,757.55","327.88M","0.43%"
"25-06-2019","11,796.45","11,681.00","11,814.40","11,651.00","300.48M","0.83%"
"24-06-2019","11,699.65","11,725.80","11,754.00","11,670.20","277.62M","-0.21%"
"21-06-2019","11,724.10","11,827.60","11,827.95","11,705.10","468.43M","-0.91%"
"20-06-2019","11,831.75","11,653.65","11,843.50","11,635.05","442.02M","1.20%"
"19-06-2019","11,691.45","11,744.45","11,802.50","11,625.10","446.93M","0.00%"
"18-06-2019","11,691.50","11,677.05","11,727.20","11,641.15","365.53M","0.17%"
"17-06-2019","11,672.15","11,844.00","11,844.05","11,657.75","295.53M","-1.28%"
"14-06-2019","11,823.30","11,910.10","11,911.85","11,797.70","390.30M","-0.76%"
"13-06-2019","11,914.05","11,873.90","11,931.35","11,817.05","447.90M","0.07%"
"12-06-2019","11,906.20","11,962.45","11,962.45","11,866.35","283.72M","-0.50%"
"11-06-2019","11,965.60","11,959.85","12,000.35","11,904.35","332.18M","0.36%"
"10-06-2019","11,922.70","11,934.90","11,975.05","11,871.75","303.33M","0.44%"
"07-06-2019","11,870.65","11,865.20","11,897.50","11,769.50","302.46M","0.23%"
"06-06-2019","11,843.75","12,039.80","12,039.80","11,830.25","415.21M","-1.48%"
"04-06-2019","12,021.65","12,052.65","12,095.20","12,005.85","289.22M","-0.55%"
"03-06-2019","12,088.55","11,953.75","12,103.05","11,920.10","315.30M","1.39%"
"31-05-2019","11,922.80","11,999.80","12,039.25","11,829.45","438.88M","-0.19%"
"30-05-2019","11,945.90","11,865.30","11,968.55","11,859.40","421.20M","0.71%"
"29-05-2019","11,861.10","11,905.80","11,931.90","11,836.80","318.07M","-0.57%"
"28-05-2019","11,928.75","11,958.35","11,958.55","11,864.90","598.31M","0.03%"
"27-05-2019","11,924.75","11,855.50","11,957.15","11,812.40","348.36M","0.68%"
"24-05-2019","11,844.10","11,748.00","11,859.00","11,658.10","374.64M","1.60%"
"23-05-2019","11,657.05","11,901.30","12,041.15","11,614.50","569.03M","-0.69%"
"22-05-2019","11,737.90","11,727.95","11,784.80","11,682.40","355.87M","0.25%"
"21-05-2019","11,709.10","11,863.65","11,883.55","11,682.80","381.04M","-1.01%"
"20-05-2019","11,828.25","11,651.90","11,845.20","11,591.70","452.10M","3.69%"
"17-05-2019","11,407.15","11,261.90","11,426.15","11,259.85","412.11M","1.33%"
"16-05-2019","11,257.10","11,180.35","11,281.55","11,143.35","350.74M","0.90%"
"15-05-2019","11,157.00","11,271.70","11,286.80","11,136.95","414.17M","-0.58%"
"14-05-2019","11,222.05","11,151.65","11,294.75","11,108.30","398.12M","0.66%"
"13-05-2019","11,148.20","11,258.70","11,300.20","11,125.60","357.59M","-1.16%"
"10-05-2019","11,278.90","11,314.15","11,345.80","11,251.05","387.32M","-0.20%"
"09-05-2019","11,301.80","11,322.40","11,357.60","11,255.05","373.03M","-0.51%"
"08-05-2019","11,359.45","11,478.70","11,479.10","11,346.95","372.83M","-1.20%"
"07-05-2019","11,497.90","11,651.50","11,657.05","11,484.45","337.50M","-0.87%"
"06-05-2019","11,598.25","11,605.80","11,632.55","11,571.35","299.05M","-0.97%"
"03-05-2019","11,712.25","11,722.60","11,770.90","11,699.35","305.52M","-0.11%"
"02-05-2019","11,724.75","11,725.55","11,789.30","11,699.55","380.28M","-0.20%"
"30-04-2019","11,748.15","11,748.75","11,756.25","11,655.90","532.63M","-0.06%"
"26-04-2019","11,754.65","11,683.75","11,762.90","11,661.75","333.48M","0.97%"
"25-04-2019","11,641.80","11,735.70","11,796.75","11,624.30","604.36M","-0.72%"
"24-04-2019","11,726.15","11,601.50","11,740.85","11,578.85","335.20M","1.30%"
